name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1991 Spanish Grand Prix 🇪🇸,1:38:41.541,14,65,Williams 🇬🇧,1991-09-29,Nigel Mansell 🇬🇧,1991
1992 Spanish Grand Prix 🇪🇸,1:56:10.674,4,65,Williams 🇬🇧,1992-05-03,Nigel Mansell 🇬🇧,1992
1993 Spanish Grand Prix 🇪🇸,1:32:27.685,5,65,Williams 🇬🇧,1993-05-09,Alain Prost 🇫🇷,1993
1994 Spanish Grand Prix 🇪🇸,1:36:14.3,5,65,Williams 🇬🇧,1994-05-29,Damon Hill 🇬🇧,1994
1995 Spanish Grand Prix 🇪🇸,1:34:20.507,4,65,Benetton 🇮🇹,1995-05-14,Michael Schumacher 🇩🇪,1995
1996 Spanish Grand Prix 🇪🇸,1:59:49.307,7,65,Ferrari 🇮🇹,1996-06-02,Michael Schumacher 🇩🇪,1996
1997 Spanish Grand Prix 🇪🇸,1:30:35.896,6,64,Williams 🇬🇧,1997-05-25,Jacques Villeneuve 🇨🇦,1997
1998 Spanish Grand Prix 🇪🇸,1:33:38.3,5,65,McLaren 🇬🇧,1998-05-10,Mika Häkkinen 🇫🇮,1998
1999 Spanish Grand Prix 🇪🇸,1:34:13.665,5,65,McLaren 🇬🇧,1999-05-30,Mika Häkkinen 🇫🇮,1999
2000 Spanish Grand Prix 🇪🇸,1:33:55.390,5,65,McLaren 🇬🇧,2000-05-07,Mika Häkkinen 🇫🇮,2000
2001 Spanish Grand Prix 🇪🇸,1:31:03.305,5,65,Ferrari 🇮🇹,2001-04-29,Michael Schumacher 🇩🇪,2001
2002 Spanish Grand Prix 🇪🇸,1:30:29.981,5,65,Ferrari 🇮🇹,2002-04-28,Michael Schumacher 🇩🇪,2002
2003 Spanish Grand Prix 🇪🇸,1:33:46.933,5,65,Ferrari 🇮🇹,2003-05-04,Michael Schumacher 🇩🇪,2003
2004 Spanish Grand Prix 🇪🇸,1:27:32.841,5,66,Ferrari 🇮🇹,2004-05-09,Michael Schumacher 🇩🇪,2004
2005 Spanish Grand Prix 🇪🇸,1:27:16.830,5,66,McLaren 🇬🇧,2005-05-08,Kimi Räikkönen 🇫🇮,2005
2006 Spanish Grand Prix 🇪🇸,1:26:21.759,6,66,Renault 🇫🇷,2006-05-14,Fernando Alonso 🇪🇸,2006
2007 Spanish Grand Prix 🇪🇸,1:31:36.230,4,65,Ferrari 🇮🇹,2007-05-13,Felipe Massa 🇧🇷,2007
2008 Spanish Grand Prix 🇪🇸,1:38:19.051,4,66,Ferrari 🇮🇹,2008-04-27,Kimi Räikkönen 🇫🇮,2008
2009 Spanish Grand Prix 🇪🇸,1:37:19.202,5,66,Brawn 🇬🇧,2009-05-10,Jenson Button 🇬🇧,2009
2010 Spanish Grand Prix 🇪🇸,1:35:44.101,5,66,Red Bull 🇦🇹,2010-05-09,Mark Webber 🇦🇺,2010
2011 Spanish Grand Prix 🇪🇸,1:39:03.301,5,66,Red Bull 🇦🇹,2011-05-22,Sebastian Vettel 🇩🇪,2011
2012 Spanish Grand Prix 🇪🇸,1:39:09.145,5,66,Williams 🇬🇧,2012-05-13,Pastor Maldonado 🇻🇪,2012
2013 Spanish Grand Prix 🇪🇸,1:39:16.596,5,66,Ferrari 🇮🇹,2013-05-12,Fernando Alonso 🇪🇸,2013
2014 Spanish Grand Prix 🇪🇸,1:41:05.155,5,66,Mercedes 🇩🇪,2014-05-11,Lewis Hamilton 🇬🇧,2014
2015 Spanish Grand Prix 🇪🇸,1:41:12.555,5,66,Mercedes 🇩🇪,2015-05-10,Nico Rosberg 🇩🇪,2015
2016 Spanish Grand Prix 🇪🇸,1:41:40.017,5,66,Red Bull 🇦🇹,2016-05-15,Max Verstappen 🇳🇱,2016
2017 Spanish Grand Prix 🇪🇸,1:35:56.497,5,66,Mercedes 🇩🇪,2017-05-14,Lewis Hamilton 🇬🇧,2017
